algorithm,percentile of pool members,selection probability
LexiMin,29.239766081871345,0.324590163934426
LexiMin,29.53216374269006,0.324590163934426
LexiMin,29.82456140350877,0.324590163934426
LexiMin,30.116959064327485,0.324590163934426
LexiMin,30.409356725146196,0.324590163934426
LexiMin,30.701754385964914,0.3245901639344261
LexiMin,30.994152046783626,0.3245901639344261
LexiMin,31.28654970760234,0.3245901639344261
LexiMin,31.57894736842105,0.3245901639344261
LexiMin,31.871345029239766,0.3245901639344261
LexiMin,32.16374269005848,0.3245901639344261
LexiMin,32.45614035087719,0.3245901639344261
LexiMin,32.748538011695906,0.32459016393442613
LexiMin,33.04093567251462,0.32459016393442613
LexiMin,33.33333333333333,0.32459016393442613
LexiMin,33.62573099415205,0.32459016393442613
LexiMin,33.91812865497076,0.32459016393442613
LexiMin,34.21052631578947,0.3245901639344262
LexiMin,34.50292397660819,0.3245901639344262
LexiMin,34.7953216374269,0.3245901639344262
LexiMin,35.08771929824561,0.3245901639344262
LexiMin,35.38011695906433,0.3245901639344262
LexiMin,35.67251461988304,0.3245901639344262
LexiMin,35.96491228070175,0.3245901639344262
LexiMin,36.25730994152047,0.3245901639344262
LexiMin,36.54970760233918,0.3245901639344262
LexiMin,36.84210526315789,0.32459016393442625
LexiMin,37.13450292397661,0.32459016393442625
LexiMin,37.42690058479532,0.3245901639344263
LexiMin,37.719298245614034,0.3245901639344263
LexiMin,38.01169590643275,0.3245901639344263
LexiMin,38.30409356725146,0.3245901639344263
LexiMin,38.59649122807017,0.3245901639344263
LexiMin,38.88888888888889,0.32459016393442636
LexiMin,39.1812865497076,0.32459016393442636
LexiMin,39.473684210526315,0.32459016393442636
LexiMin,39.76608187134503,0.32459016393442636
LexiMin,40.058479532163744,0.32459016393442636
LexiMin,40.35087719298245,0.32459016393442636
LexiMin,40.643274853801174,0.32459016393442636
LexiMin,40.93567251461988,0.32459016393442636
LexiMin,41.228070175438596,0.3245901639344264
LexiMin,41.52046783625731,0.3245901639344264
LexiMin,41.812865497076025,0.3245901639344264
LexiMin,42.10526315789473,0.3245901639344264
LexiMin,42.39766081871345,0.3245901639344264
LexiMin,42.69005847953216,0.3245901639344264
LexiMin,42.98245614035088,0.3245901639344264
LexiMin,43.27485380116959,0.3245901639344264
LexiMin,43.567251461988306,0.32459016393442647
LexiMin,43.859649122807014,0.32459016393442647
LexiMin,44.15204678362573,0.32459016393442647
LexiMin,44.44444444444444,0.32459016393442647
LexiMin,44.73684210526316,0.32459016393442647
LexiMin,45.02923976608187,0.3245901639344265
LexiMin,45.32163742690059,0.3245901639344265
LexiMin,45.614035087719294,0.3245901639344265
LexiMin,45.90643274853801,0.3245901639344265
LexiMin,46.198830409356724,0.3245901639344266
LexiMin,46.49122807017544,0.3245901639344266
LexiMin,46.783625730994146,0.3245901639344266
LexiMin,47.07602339181287,0.3245901639344266
LexiMin,47.368421052631575,0.32459016393442663
LexiMin,47.66081871345029,0.32459016393442663
LexiMin,47.953216374269005,0.3245901639344267
LexiMin,48.24561403508772,0.3245901639344267
LexiMin,48.53801169590643,0.3245901639344267
LexiMin,48.83040935672515,0.3245901639344267
LexiMin,49.122807017543856,0.3245901639344267
LexiMin,49.41520467836257,0.32459016393442675
LexiMin,49.707602339181285,0.32459016393442675
LexiMin,50.0,0.32459016393442675
LexiMin,50.29239766081871,0.32459016393442675
LexiMin,50.58479532163743,0.32459016393442675
LexiMin,50.877192982456144,0.32459016393442675
LexiMin,51.16959064327485,0.32459016393442686
LexiMin,51.461988304093566,0.32459016393442686
LexiMin,51.75438596491229,0.3245901639344269
LexiMin,52.046783625730995,0.3245901639344269
LexiMin,52.33918128654971,0.32459016393442697
LexiMin,52.63157894736842,0.32459016393442697
LexiMin,52.92397660818714,0.32459016393442697
LexiMin,53.216374269005854,0.32459016393442697
LexiMin,53.50877192982456,0.32459016393442697
LexiMin,53.80116959064327,0.3245901639344271
LexiMin,54.09356725146199,0.3245901639344271
LexiMin,54.385964912280706,0.3245901639344271
LexiMin,54.67836257309941,0.32459016393442713
LexiMin,54.97076023391813,0.3245901639344272
LexiMin,55.26315789473685,0.3245901639344272
LexiMin,55.55555555555556,0.32459016393442724
LexiMin,55.84795321637427,0.32459016393442724
LexiMin,56.14035087719298,0.32459016393442724
LexiMin,56.4327485380117,0.32459016393442736
LexiMin,56.72514619883041,0.32459016393442736
LexiMin,57.01754385964912,0.3245901639344274
LexiMin,57.30994152046783,0.32459016393442747
LexiMin,57.60233918128655,0.32459016393442747
LexiMin,57.89473684210527,0.32459016393442763
LexiMin,58.187134502923975,0.3245901639344277
LexiMin,58.47953216374269,0.3245901639344282
LexiMin,58.77192982456141,0.32459016393442824
LexiMin,59.06432748538012,0.3333333195380524
LexiMin,59.356725146198826,0.33333334023097316
LexiMin,59.64912280701754,0.33333334023097383
LexiMin,59.94152046783626,0.3636336119825131
LexiMin,60.23391812865497,0.3636336119825144
LexiMin,60.526315789473685,0.3636336119825149
LexiMin,60.81871345029239,0.3636336119825151
LexiMin,61.111111111111114,0.3636336119825159
LexiMin,61.40350877192983,0.36363361198251615
LexiMin,61.69590643274854,0.3636336119825165
LexiMin,61.98830409356725,0.36363361198251654
LexiMin,62.28070175438597,0.3636336119825167
LexiMin,62.57309941520468,0.36363361198251737
LexiMin,62.86549707602339,0.3636638801748409
LexiMin,63.1578947368421,0.3905661015998535
LexiMin,63.450292397660824,0.39056671234307966
LexiMin,63.74269005847953,0.3905667123430802
LexiMin,64.03508771929825,0.3905667123430804
LexiMin,64.32748538011695,0.3905667123430805
LexiMin,64.61988304093568,0.3905667123430805
LexiMin,64.91228070175438,0.3905667123430807
LexiMin,65.2046783625731,0.3905667123430808
LexiMin,65.49707602339181,0.3905667123430809
LexiMin,65.78947368421053,0.390566712343081
LexiMin,66.08187134502924,0.3905667123430813
LexiMin,66.37426900584795,0.3905667123430815
LexiMin,66.66666666666666,0.39056671234308193
LexiMin,66.95906432748538,0.4105240934076957
LexiMin,67.2514619883041,0.4105240934076968
LexiMin,67.54385964912281,0.41053036467995396
LexiMin,67.83625730994152,0.48182923419832224
LexiMin,68.12865497076024,0.4818292341983227
LexiMin,68.42105263157895,0.48182923419832313
LexiMin,68.71345029239765,0.4818292341983232
LexiMin,69.00584795321637,0.4818292341983232
LexiMin,69.2982456140351,0.4818292341983233
LexiMin,69.5906432748538,0.4818292341983236
LexiMin,69.88304093567251,0.48182923419832363
LexiMin,70.17543859649122,0.4818292341983238
LexiMin,70.46783625730994,0.48182923419832413
LexiMin,70.76023391812866,0.48182923419832463
LexiMin,71.05263157894737,0.5103740141184615
LexiMin,71.34502923976608,0.5103740141184623
LexiMin,71.6374269005848,0.5103740141184625
LexiMin,71.9298245614035,0.5103740141184631
LexiMin,72.22222222222221,0.5103740141184633
LexiMin,72.51461988304094,0.5103740141184634
LexiMin,72.80701754385966,0.5103740141184637
LexiMin,73.09941520467837,0.5103740141184641
LexiMin,73.39181286549707,0.5103740141184645
LexiMin,73.68421052631578,0.5255097659604294
LexiMin,73.9766081871345,0.5255103092277267
LexiMin,74.26900584795322,0.5255103092277267
LexiMin,74.56140350877193,0.5255103092277267
LexiMin,74.85380116959064,0.5255103092277279
LexiMin,75.14619883040936,0.525510309227728
LexiMin,75.43859649122807,0.525510309227728
LexiMin,75.73099415204678,0.5255103092277285
LexiMin,76.0233918128655,0.5255103092277288
LexiMin,76.31578947368422,0.7037968212584587
LexiMin,76.60818713450293,0.7278688524590161
LexiMin,76.90058479532163,0.8263282761940562
LexiMin,77.19298245614034,0.8263282761940562
LexiMin,77.48538011695906,0.8263282761940562
LexiMin,77.77777777777779,0.8263282761940565
LexiMin,78.0701754385965,0.8263359920679676
LexiMin,78.3625730994152,0.8307822197889098
LexiMin,78.65497076023392,0.8508203048646202
LexiMin,78.94736842105263,0.8508203048646205
LexiMin,79.23976608187134,0.9317595950555752
LexiMin,79.53216374269006,0.9317595950555753
LexiMin,79.82456140350878,0.9317595950555754
LexiMin,80.11695906432749,0.9317595950555757
LexiMin,80.4093567251462,0.9317595950555759
LexiMin,80.7017543859649,0.9320558537305048
LexiMin,80.99415204678363,0.9577240166311236
LexiMin,81.28654970760235,0.9721162731579734
LexiMin,81.57894736842105,0.9721162731579737
LexiMin,81.87134502923976,0.9721162731579741
LexiMin,82.16374269005848,0.9903707892559565
LexiMin,82.45614035087719,0.9903707892559565
LexiMin,82.7485380116959,0.9903707892559565
LexiMin,83.04093567251462,0.9903707892559566
LexiMin,83.33333333333334,0.9903707892559568
LexiMin,83.62573099415205,0.990386560622254
LexiMin,83.91812865497076,0.9978604335699399
LexiMin,84.21052631578947,0.9999978008054681
LexiMin,84.50292397660819,0.9999987345330531
LexiMin,84.7953216374269,0.9999999999999999
LexiMin,85.08771929824562,0.9999999999999999
LexiMin,85.38011695906432,0.9999999999999999
LexiMin,85.67251461988305,0.9999999999999999
LexiMin,85.96491228070175,0.9999999999999999
LexiMin,86.25730994152046,0.9999999999999999
LexiMin,86.54970760233918,0.9999999999999999
LexiMin,86.8421052631579,0.9999999999999999
LexiMin,87.13450292397661,0.9999999999999999
LexiMin,87.42690058479532,0.9999999999999999
LexiMin,87.71929824561403,0.9999999999999999
LexiMin,88.01169590643275,0.9999999999999999
LexiMin,88.30409356725146,0.9999999999999999
LexiMin,88.59649122807018,0.9999999999999999
LexiMin,88.88888888888889,0.9999999999999999
LexiMin,89.18128654970761,0.9999999999999999
LexiMin,89.47368421052632,0.9999999999999999
LexiMin,89.76608187134502,0.9999999999999999
LexiMin,90.05847953216374,0.9999999999999999
LexiMin,90.35087719298247,0.9999999999999999
LexiMin,90.64327485380117,0.9999999999999999
LexiMin,90.93567251461988,0.9999999999999999
LexiMin,91.22807017543859,0.9999999999999999
LexiMin,91.52046783625731,0.9999999999999999
LexiMin,91.81286549707602,0.9999999999999999
LexiMin,92.10526315789474,0.9999999999999999
LexiMin,92.39766081871345,0.9999999999999999
LexiMin,92.69005847953217,0.9999999999999999
LexiMin,92.98245614035088,0.9999999999999999
LexiMin,93.27485380116958,0.9999999999999999
LexiMin,93.56725146198829,0.9999999999999999
LexiMin,93.85964912280701,0.9999999999999999
LexiMin,94.15204678362574,0.9999999999999999
LexiMin,94.44444444444444,0.9999999999999999
LexiMin,94.73684210526315,0.9999999999999999
LexiMin,95.02923976608187,0.9999999999999999
LexiMin,95.32163742690058,0.9999999999999999
LexiMin,95.6140350877193,0.9999999999999999
LexiMin,95.90643274853801,0.9999999999999999
LexiMin,96.19883040935673,0.9999999999999999
LexiMin,96.49122807017544,0.9999999999999999
LexiMin,96.78362573099415,0.9999999999999999
LexiMin,97.07602339181285,0.9999999999999999
LexiMin,97.36842105263158,0.9999999999999999
LexiMin,97.6608187134503,0.9999999999999999
LexiMin,97.953216374269,0.9999999999999999
LexiMin,98.24561403508771,0.9999999999999999
LexiMin,98.53801169590643,0.9999999999999999
LexiMin,98.83040935672514,0.9999999999999999
LexiMin,99.12280701754386,0.9999999999999999
LexiMin,99.41520467836257,0.9999999999999999
