algorithm,percentile of pool members,selection probability
Legacy,60.25104602510461,0.0817
Legacy,60.66945606694561,0.0819
Legacy,61.08786610878661,0.0831
Legacy,61.50627615062761,0.089
Legacy,61.92468619246861,0.089
Legacy,62.34309623430963,0.0925
Legacy,62.76150627615063,0.0932
Legacy,63.17991631799163,0.0977
Legacy,63.59832635983263,0.098
Legacy,64.01673640167364,0.0984
Legacy,64.43514644351464,0.0996
Legacy,64.85355648535564,0.102
Legacy,65.27196652719665,0.1036
Legacy,65.69037656903765,0.109
Legacy,66.10878661087865,0.11
Legacy,66.52719665271967,0.1166
Legacy,66.94560669456067,0.1188
Legacy,67.36401673640168,0.1224
Legacy,67.78242677824268,0.1225
Legacy,68.20083682008368,0.1234
Legacy,68.6192468619247,0.1266
Legacy,69.0376569037657,0.1276
Legacy,69.4560669456067,0.1388
Legacy,69.8744769874477,0.1396
Legacy,70.29288702928869,0.1431
Legacy,70.7112970711297,0.1437
Legacy,71.1297071129707,0.1498
Legacy,71.54811715481172,0.1514
Legacy,71.96652719665272,0.1531
Legacy,72.38493723849372,0.161
Legacy,72.80334728033473,0.1632
Legacy,73.22175732217573,0.1905
Legacy,73.64016736401673,0.1953
Legacy,74.05857740585773,0.2033
Legacy,74.47698744769873,0.2051
Legacy,74.89539748953975,0.2106
Legacy,75.31380753138075,0.2219
Legacy,75.73221757322176,0.2336
Legacy,76.15062761506276,0.2453
Legacy,76.56903765690377,0.2547
Legacy,76.98744769874477,0.2713
Legacy,77.40585774058577,0.2732
Legacy,77.82426778242679,0.2742
Legacy,78.24267782426779,0.2787
Legacy,78.66108786610879,0.2788
Legacy,79.07949790794979,0.2805
Legacy,79.49790794979079,0.2815
Legacy,79.9163179916318,0.2837
Legacy,80.3347280334728,0.2887
Legacy,80.75313807531381,0.2905
Legacy,81.17154811715481,0.2927
Legacy,81.58995815899581,0.2955
Legacy,82.00836820083683,0.3042
Legacy,82.42677824267783,0.3082
Legacy,82.84518828451883,0.3135
Legacy,83.26359832635984,0.315
Legacy,83.68200836820083,0.3191
Legacy,84.10041841004184,0.3269
Legacy,84.51882845188284,0.3303
Legacy,84.93723849372385,0.3345
Legacy,85.35564853556485,0.3413
Legacy,85.77405857740585,0.3567
Legacy,86.19246861924687,0.3669
Legacy,86.61087866108787,0.3719
Legacy,87.02928870292888,0.3751
Legacy,87.44769874476988,0.3753
Legacy,87.86610878661088,0.3768
Legacy,88.28451882845188,0.3838
Legacy,88.70292887029288,0.3849
Legacy,89.1213389121339,0.3909
Legacy,89.5397489539749,0.3963
Legacy,89.9581589958159,0.4001
Legacy,90.3765690376569,0.4089
Legacy,90.7949790794979,0.4121
Legacy,91.21338912133892,0.4187
Legacy,91.63179916317992,0.4483
Legacy,92.05020920502092,0.4543
Legacy,92.46861924686193,0.4552
Legacy,92.88702928870293,0.4612
Legacy,93.30543933054393,0.4622
Legacy,93.72384937238493,0.4654
Legacy,94.14225941422593,0.467
Legacy,94.56066945606695,0.4799
Legacy,94.97907949790795,0.4833
Legacy,95.39748953974896,0.4865
Legacy,95.81589958158996,0.4889
Legacy,96.23430962343096,0.4895
Legacy,96.65271966527197,0.4997
Legacy,97.07112970711297,0.5037
Legacy,97.48953974895397,0.5057
Legacy,97.90794979079497,0.5107
Legacy,98.32635983263597,0.5249
Legacy,98.74476987447699,0.5402
Legacy,99.16317991631799,0.57
Legacy,99.581589958159,0.5709
LexiMin,0.0,0.051446886687599724
LexiMin,0.41841004184100417,0.05144690201182814
LexiMin,0.8368200836820083,0.05144690201182821
LexiMin,1.2552301255230125,0.05144690201182821
LexiMin,1.6736401673640167,0.05144690201182822
LexiMin,2.092050209205021,0.05144690201182822
LexiMin,2.510460251046025,0.05144690201182823
LexiMin,2.928870292887029,0.051446902011828236
LexiMin,3.3472803347280333,0.05144690201182825
LexiMin,3.765690376569038,0.05144690201182829
LexiMin,4.184100418410042,0.05144690201182829
LexiMin,4.602510460251046,0.05144690201182829
LexiMin,5.02092050209205,0.05144690201182829
LexiMin,5.439330543933055,0.0514469020118283
LexiMin,5.857740585774058,0.051446902011828305
LexiMin,6.2761506276150625,0.051446902011828305
LexiMin,6.694560669456067,0.05144690201182833
LexiMin,7.112970711297072,0.05144690201182834
LexiMin,7.531380753138076,0.05144690201182834
LexiMin,7.949790794979079,0.05144690201182835
LexiMin,8.368200836820083,0.05144690201182835
LexiMin,8.786610878661087,0.05144690201182835
LexiMin,9.205020920502092,0.051446902011828353
LexiMin,9.623430962343097,0.051446902011828353
LexiMin,10.0418410041841,0.051446902011828353
LexiMin,10.460251046025103,0.05144690201182836
LexiMin,10.87866108786611,0.05144690201182836
LexiMin,11.297071129707113,0.05144690201182837
LexiMin,11.715481171548117,0.051446902011828374
LexiMin,12.133891213389122,0.051446902011828374
LexiMin,12.552301255230125,0.05144690201182838
LexiMin,12.97071129707113,0.05144690201182838
LexiMin,13.389121338912133,0.05144690201182839
LexiMin,13.807531380753138,0.05144690201182839
LexiMin,14.225941422594143,0.05144690201182839
LexiMin,14.644351464435147,0.05144690201182839
LexiMin,15.062761506276152,0.0514469020118284
LexiMin,15.481171548117153,0.0514469020118284
LexiMin,15.899581589958158,0.0514469020118284
LexiMin,16.317991631799163,0.0514469020118284
LexiMin,16.736401673640167,0.0514469020118284
LexiMin,17.154811715481173,0.0514469020118284
LexiMin,17.573221757322173,0.05144690201182841
LexiMin,17.99163179916318,0.05144690201182841
LexiMin,18.410041841004183,0.05144690201182841
LexiMin,18.828451882845187,0.05144690201182841
LexiMin,19.246861924686193,0.05144690201182841
LexiMin,19.665271966527197,0.05144690201182841
LexiMin,20.0836820083682,0.05144690201182841
LexiMin,20.502092050209207,0.05144690201182841
LexiMin,20.920502092050206,0.05144690201182841
LexiMin,21.338912133891213,0.05144690201182841
LexiMin,21.75732217573222,0.05144690201182841
LexiMin,22.17573221757322,0.05144690201182841
LexiMin,22.594142259414227,0.05144690201182841
LexiMin,23.01255230125523,0.05144690201182841
LexiMin,23.430962343096233,0.05144690201182841
LexiMin,23.84937238493724,0.051446902011828416
LexiMin,24.267782426778243,0.051446902011828416
LexiMin,24.686192468619247,0.051446902011828416
LexiMin,25.10460251046025,0.051446902011828416
LexiMin,25.523012552301257,0.051446902011828416
LexiMin,25.94142259414226,0.051446902011828416
LexiMin,26.359832635983267,0.051446902011828416
LexiMin,26.778242677824267,0.051446902011828416
LexiMin,27.19665271966527,0.051446902011828416
LexiMin,27.615062761506277,0.051446902011828416
LexiMin,28.03347280334728,0.051446902011828416
LexiMin,28.451882845188287,0.051446902011828416
LexiMin,28.870292887029287,0.051446902011828416
LexiMin,29.288702928870293,0.051446902011828416
LexiMin,29.707112970711297,0.051446902011828416
LexiMin,30.125523012552303,0.051446902011828416
LexiMin,30.543933054393307,0.051446902011828416
LexiMin,30.962343096234306,0.051446902011828416
LexiMin,31.380753138075313,0.051446902011828416
LexiMin,31.799163179916317,0.051446902011828416
LexiMin,32.21757322175732,0.051446902011828416
LexiMin,32.63598326359833,0.051446902011828416
LexiMin,33.054393305439326,0.051446902011828416
LexiMin,33.47280334728033,0.051446902011828416
LexiMin,33.89121338912134,0.051446902011828416
LexiMin,34.30962343096235,0.051446902011828416
LexiMin,34.72803347280335,0.051446902011828416
LexiMin,35.146443514644346,0.051446902011828416
LexiMin,35.56485355648535,0.051446902011828416
LexiMin,35.98326359832636,0.051446902011828416
LexiMin,36.40167364016737,0.051446902011828416
LexiMin,36.82008368200837,0.051446902011828416
LexiMin,37.238493723849366,0.051446902011828416
LexiMin,37.65690376569037,0.051446902011828416
LexiMin,38.07531380753138,0.051446902011828416
LexiMin,38.49372384937239,0.051446902011828416
LexiMin,38.912133891213394,0.051446902011828416
LexiMin,39.33054393305439,0.05144690201182842
LexiMin,39.74895397489539,0.05144690201182842
LexiMin,40.1673640167364,0.05144690201182842
LexiMin,40.58577405857741,0.05144690201182842
LexiMin,41.00418410041841,0.05144690201182842
LexiMin,41.42259414225941,0.05144690201182842
LexiMin,41.84100418410041,0.05144690201182842
LexiMin,42.25941422594142,0.05144690201182842
LexiMin,42.67782426778243,0.05144690201182842
LexiMin,43.09623430962343,0.05144690201182842
LexiMin,43.51464435146444,0.05144690201182842
LexiMin,43.93305439330544,0.05144690201182842
LexiMin,44.35146443514644,0.05144690201182842
LexiMin,44.76987447698745,0.05144690201182842
LexiMin,45.18828451882845,0.05144690201182842
LexiMin,45.60669456066946,0.05144690201182842
